present,numbers,dayoff,trip,trip2,요일,year,month,year_month,lunch_bob,lunch_soup,lunch_main,dinner_bob,dinner_soup,dinner_main,중식계,석식계,total
1874,2645,74,213,484,1,2017,8,201708,밥,해물된장찌개,표고버섯탕수육,충무김밥,유부주머니국,오징어무침,1053.0,604.0,1657.0
2358,2645,72,215,0,2,2017,8,201708,가쯔오장국,가자미양념찜,감자채볶음,밥,청국장찌개,돈육모듬장조림,953.0,537.0,1490.0
1964,2645,78,259,344,3,2017,8,201708,밥,쇠고기샤브국,주꾸미굴소스볶음,김치주먹밥,콩국수,타코야끼,843.0,489.0,1332.0
2116,2645,164,310,55,4,2017,8,201708,밥,알탕,미트볼케찹조림,밥,고추장찌개,닭살냉채,594.0,354.0,948.0
1914,2645,169,225,337,0,2017,8,201708,밥,콩나물국,돈육간장불고기,밥,닭곰탕,고등어김치말이,1191.0,514.0,1705.0
1970,2645,121,260,294,1,2017,8,201708,밥,배추된장국,닭갈비,유부초밥,냉모밀국수,깐풍육,877.0,609.0,1486.0
2259,2645,116,270,0,2,2017,8,201708,산채비빔밥,미소장국,언양식불고기,밥,부대찌개,해물청경채볶음,898.0,395.0,1293.0
2065,2645,110,281,189,3,2017,8,201708,밥,육개장,굴비구이,밥,옛날돈까스,브로컬리크림스프,852.0,487.0,1339.0
2117,2642,177,303,45,4,2017,9,201709,밥,시래기국,훈제오리구이,None,None,None,663.0,0.0,663.0
1870,2642,113,243,416,0,2017,9,201709,밥,북어국,버섯불고기,밥,콩나물김치국,가자미튀김,1168.0,581.0,1749.0
1913,2642,74,265,390,1,2017,9,201709,밥,연두부탕,등갈비김치찜,닭갈비볶음밥,가쯔오장국,크림카레우동,924.0,518.0,1442.0
2298,2642,69,275,0,2,2017,9,201709,밥,꽃게탕,마늘치킨,밥,해물된장찌개,돈육굴소스볶음,922.0,503.0,1425.0
1927,2642,78,279,358,3,2017,9,201709,밥,쇠고기미역국,고기전,볶음밥/짜장소스,맑은국,컬리플라워샐러드,926.0,455.0,1381.0
2116,2642,155,305,66,4,2017,9,201709,밥,열무된장국,동파육,밥,콩비지찌개,유린기,662.0,494.0,1156.0
1860,2642,101,203,478,0,2017,9,201709,밥,시래기된장국,유자청제육볶음,밥,소고기무국,주꾸미굴소스볶음,1350.0,510.0,1860.0
1898,2642,72,242,430,1,2017,9,201709,밥,차돌박이찌개,해물누룽지탕,김밥,잔치국수,야채튀김,993.0,540.0,1533.0
2332,2642,57,253,0,2,2017,9,201709,카레라이스,미소장국,떡갈비조림,밥,미역국,돼지갈비찜,945.0,476.0,1421.0
1966,2642,68,291,317,3,2017,9,201709,밥,고사리육개장,닭찜,빠에야,쌀국수,고구마오븐구이,860.0,437.0,1297.0
2084,2642,198,290,70,4,2017,9,201709,밥,참치김치찌개,단호박장조림,밥,된장찌개,돈육간장강정,602.0,454.0,1056.0
1828,2642,93,220,501,0,2017,9,201709,밥,해물순두부찌개,언양식불고기,밥,아욱국,후르츠탕수육,1214.0,552.0,1766.0
1915,2642,49,246,432,1,2017,9,201709,밥,들깨버섯국,소고기낙지볶음,충무김밥,나가사끼짬뽕,오징어초무침,958.0,567.0,1525.0
2301,2642,62,279,0,2,2017,9,201709,콩나물밥,가쯔오국,감자프리타타,밥,김치국,해물청경채볶음,890.0,411.0,1301.0
1958,2642,70,280,334,3,2017,9,201709,밥,쇠고기샤브국,꽁치구이,치킨마요덮밥,꼬지어묵탕,수제칠리핫도그,820.0,546.0,1366.0
2110,2642,174,291,67,4,2017,9,201709,밥,콩가루배추국,순살양념치킨,밥,설렁탕,김치전,735.0,490.0,1225.0
1902,2642,97,258,385,0,2017,9,201709,밥,근대국,짬뽕불고기,밥,갈치구이,감자채볶음,1099.0,592.0,1691.0
1958,2642,81,261,342,1,2017,9,201709,밥,시래기들깨탕,닭갈비,참치주먹밥,김치우동,오징어튀김,902.0,573.0,1475.0
2307,2642,70,265,0,2,2017,9,201709,밥,콩나물국,삼겹살구이,밥,된장찌개,미니함박조림,1023.0,0.0,1023.0
2075,2642,102,263,202,3,2017,9,201709,밥,차돌박이찌개,매운주꾸미볶음,오므라이스,맑은장국,돈가스또띠아,589.0,473.0,1062.0
2158,2642,214,248,22,4,2017,9,201709,밥,미역국,쇠불고기/잡채,None,None,None,760.0,0.0,760.0
1690,2645,105,209,641,1,2017,10,201710,밥,아욱국,훈제오리구이,밥,동태찌개,돈육굴소스볶음,1265.0,746.0,2011.0
2335,2645,60,250,0,2,2017,10,201710,밥,고추장찌개,레몬탕수육,후난식볶음밥,잔치국수,홍시드레싱샐러드,1109.0,613.0,1722.0
1313,2645,46,269,1017,3,2017,10,201710,밥,해물된장찌개,닭찜,밥,순두부찌개,소고기숙주볶음,989.0,626.0,1615.0
2228,2645,63,268,86,4,2017,10,201710,밥,쇠고기무국,메추리알조림,밥,어묵국,등갈비김치찜,1015.0,628.0,1643.0
1866,2645,90,225,464,0,2017,10,201710,밥,차돌박이찌개,제육볶음,밥,콩나물국,닭오븐구이,1173.0,497.0,1670.0
1878,2645,56,258,453,1,2017,10,201710,밥,근대국,고등어조림,목살필라프,단호박스프,로제스파게티,848.0,555.0,1403.0
2330,2645,45,270,0,2,2017,10,201710,밥,민물새우찌개,수제돈가스,밥,얼갈이된장국,소고기모듬장조림,814.0,490.0,1304.0
1955,2645,67,282,341,3,2017,10,201710,밥,새알미역국,유린기,산채비빔밥,유부장국,수제고로케,901.0,514.0,1415.0
2101,2645,190,301,53,4,2017,10,201710,밥,쇠고기매운버섯국,해물청경채볶음,밥,된장찌개,코다리강정,533.0,416.0,949.0
1844,2645,116,250,435,0,2017,10,201710,밥,콩나물국,버섯불고기,밥,수제비국,닭강정,1115.0,538.0,1653.0
1922,2645,65,258,400,1,2017,10,201710,밥,배추된장국,쭈꾸미볶음,계란파국,떡볶이,고구마그라탕,1037.0,439.0,1476.0
2281,2645,75,289,0,2,2017,10,201710,가쯔오장국,갈치조림,쇠고기잡채,None,None,None,786.0,0.0,786.0
1991,2645,101,302,251,3,2017,10,201710,밥,육개장,치킨핑거,멸치주먹밥,김치국수,소고기퀘사디아,824.0,405.0,1229.0
2069,2645,210,309,57,4,2017,10,201710,밥,시금치국,돼지갈비찜,밥,콩비지찌개,가자미카레튀김,567.0,327.0,894.0
1897,2645,124,250,374,0,2017,10,201710,밥,들깨시래기국,닭갈비,밥,돈육김치찌개,꽁치구이,1150.0,589.0,1739.0
2054,2645,63,290,238,1,2017,10,201710,밥,근대국,돈삼겹보쌈,오므라이스,가쯔오장국,꽃맛살볶음,955.0,503.0,1458.0
2302,2644,63,279,0,2,2017,11,201711,카레덮밥,맑은국,개성감자만두,밥,순두부찌개,깐풍기,815.0,424.0,1239.0
1954,2644,53,304,333,3,2017,11,201711,밥,사골떡국,오징어볶음,통새우김밥,우동,찹쌀순대볶음,854.0,469.0,1323.0
2109,2644,173,304,58,4,2017,11,201711,밥,된장찌개,누룽지탕수육,밥,닭개장,미트볼케찹조림,644.0,406.0,1050.0
1855,2644,93,244,452,0,2017,11,201711,밥,콩가루배추국,짬뽕불고기,밥,어묵국,소고기장조림,1167.0,451.0,1618.0
1839,2644,75,268,462,1,2017,11,201711,밥,오징어국,수제돈까스,유부초밥,잔치국수,감자치즈오븐구이,943.0,522.0,1465.0
2308,2644,60,276,0,2,2017,11,201711,콩나물밥,미역장국,언양식불고기,밥,쇠고기샤브국,해물청경채볶음,780.0,397.0,1177.0
1920,2644,90,287,347,3,2017,11,201711,밥,해물된장찌개,매운닭찜,낙지덮밥,유부장국,동그랑땡전,797.0,414.0,1211.0
2112,2644,184,292,56,4,2017,11,201711,밥,올갱이아욱국,등갈비김치찜,밥,소고기무국,임연수엿장조림,630.0,397.0,1027.0
1772,2644,107,240,525,0,2017,11,201711,밥,시금치국,소고기불고기,밥,연두부탕,훈제오리떡볶음,1017.0,547.0,1564.0
1909,2644,78,269,388,1,2017,11,201711,밥,새알미역국,돼지갈비찜,볶음밥,계란국,짜장면,924.0,515.0,1439.0
2281,2644,87,276,0,2,2017,11,201711,청양된장찌개,굴비구이,궁중떡볶이,밥,뼈감자탕,풍기샐러드,895.0,363.0,1258.0
1885,2644,129,283,347,3,2017,11,201711,밥,북어계란국,찜닭,밥,수제비국,김치두루치기,736.0,437.0,1173.0
2062,2644,213,311,58,4,2017,11,201711,밥,콩비지찌개,미니채소떡갈비,밥,토란탕,주꾸미굴소스볶음,640.0,332.0,972.0
1783,2644,107,237,517,0,2017,11,201711,밥,차돌박이찌개,오징어볶음,밥,알탕,동파삼겹수육,1115.0,569.0,1684.0
1876,2644,77,256,435,1,2017,11,201711,밥,어묵국,순살파닭,닭갈비볶음밥,쌀국수,수제고로케,954.0,486.0,1440.0
2303,2644,64,277,0,2,2017,11,201711,단호박영양밥,가쯔오장국,돈육칠리강정,밥,배추된장국,쇠고기장조림,817.0,424.0,1241.0
1929,2644,122,288,305,3,2017,11,201711,밥,쇠고기무국,갈치구이,김치우동,치킨핑거,시저샐러드,758.0,433.0,1191.0
2068,2644,210,303,63,4,2017,11,201711,밥,꽃게탕,돈육굴소스볶음,밥,육개장,마파두부,563.0,378.0,941.0
1848,2644,132,262,402,0,2017,11,201711,밥,아욱국,버섯불고기,밥,쇠고기미역국,닭갈비,1065.0,483.0,1548.0
1920,2644,112,265,347,1,2017,11,201711,밥,연두부탕,사천식탕수육,참치주먹밥,짬뽕,고구마그라탕,929.0,517.0,1446.0
2305,2644,78,261,0,2,2017,11,201711,나물비빔밥,미소장국,코다리조림,None,None,None,903.0,0.0,903.0
2024,2644,97,267,256,3,2017,11,201711,밥,들깨시래기국,제육볶음,목살필라프,로제파스타/스프,홍시드레싱샐러드,781.0,511.0,1292.0
2018,2665,243,268,136,4,2017,12,201712,밥,동태탕,찜닭,밥,열무된장국,수제돈가스,660.0,381.0,1041.0
1474,2665,117,206,868,0,2017,12,201712,밥,들깨무채국,돈육피망볶음,밥,김치찌개,유린기,1142.0,625.0,1767.0
1509,2665,60,225,871,1,2017,12,201712,밥,소고기된장찌개,낙지볶음,참치회덮밥,미소장국,또띠아피자,939.0,571.0,1510.0
2333,2665,78,254,0,2,2017,12,201712,콩나물밥,유부주머니국,생선까스/탈탈소스,밥,쇠고기샤브국,꽁치김치찜,860.0,414.0,1274.0
1689,2665,98,270,608,3,2017,12,201712,밥,봄동된장국,닭볶음탕,김밥,잔치국수,타코야끼,740.0,509.0,1249.0
2051,2665,169,304,141,4,2017,12,201712,밥,부대찌개,미트볼케찹조림,밥,설렁탕,김치전,682.0,407.0,1089.0
1605,2665,93,219,748,0,2017,12,201712,밥,해물된장찌개,돈육굴소스볶음,밥,배추국,쇠고기장조림,1165.0,536.0,1701.0
1751,2665,73,237,604,1,2017,12,201712,밥,차돌박이찌개,해물누룽지탕,김치볶음밥,어묵우동,미니햄버거,884.0,641.0,1525.0
2352,2665,67,246,0,2,2017,12,201712,카레라이스,미소장국,떡갈비조림,밥,새알미역국,닭갈비,978.0,430.0,1408.0
1985,2665,105,266,309,3,2017,12,201712,밥,우거지해장국,명태코다리조림,멸치주먹밥,나가사끼짬뽕,소고기퀘사디아,875.0,405.0,1280.0
2121,2665,208,288,48,4,2017,12,201712,밥,들깨시래기국,표고버섯탕수육,밥,올갱이아욱국,등갈비김치찜,618.0,426.0,1044.0
2139,2665,140,230,156,0,2017,12,201712,밥,오징어국,버섯불고기,밥,돈육김치찌개,가자미카레튀김,1149.0,418.0,1567.0
2141,2665,109,269,146,1,2017,12,201712,밥,달래된장국,주꾸미볶음,맑은국,닭오븐구이,멕시칸샐러드,715.0,345.0,1060.0
2295,2665,108,262,0,2,2017,12,201712,밥,민물새우찌개,동파육,밥,근대국,두부계란부침,814.0,396.0,1210.0
2174,2665,127,262,102,3,2017,12,201712,밥,순두부찌개,훈제오리구이,작은밥,바지락수제비,찹쌀순대볶음,692.0,380.0,1072.0
2122,2665,239,270,34,4,2017,12,201712,밥,콩나물국,간장마늘치킨,밥,황태무채국,유자청제육볶음,565.0,482.0,1047.0
2109,2665,267,227,62,1,2017,12,201712,밥,꽃게탕,언양식불고기,밥,청국장찌개,돈육계란장조림,915.0,176.0,1091.0
2241,2665,169,255,0,2,2017,12,201712,밥,쇠고기미역국,오징어볶음,None,None,None,571.0,0.0,571.0
2110,2665,240,260,55,3,2017,12,201712,밥,아욱된장국,돼지갈비찜,밥,옛날왕돈까스,크림스프,311.0,245.0,556.0
1929,2665,489,242,5,4,2017,12,201712,밥,어묵국,닭볶음탕,밥,육개장,자반고등어구이,394.0,209.0,603.0
2179,2655,73,102,301,1,2018,1,201801,밥,사골떡국,한방소갈비찜,밥,대구매운탕,유산슬,1148.0,432.0,1580.0
2388,2655,60,207,0,2,2018,1,201801,청량된장찌개,굴비구이,궁중떡볶이,밥,홍합탕,사천식탕수육,883.0,441.0,1324.0
2036,2655,67,226,326,3,2018,1,201801,밥,콩가루배추국,제육볶음,날치알김치볶음밥,어묵우동,새우또띠아,893.0,435.0,1328.0
2199,2655,152,246,58,4,2018,1,201801,밥,부대찌개,깐풍기,밥,연두부탕,순대오징어볶음,762.0,509.0,1271.0
1984,2655,100,194,377,0,2018,1,201801,밥,황태국,소불고기,밥,냉이된장국,등갈비김치찜,1178.0,554.0,1732.0
2072,2655,70,215,298,1,2018,1,201801,밥,근대국,양파치킨,목살필라프,옥수수스프,토마토스파게티,816.0,349.0,1165.0
2387,2655,58,210,0,2,2018,1,201801,콩나물밥,맑은국,해물까스,밥,쇠고기미역국,주꾸미굴소스볶음,865.0,423.0,1288.0
2007,2655,73,238,337,3,2018,1,201801,밥,봄동된장국,오징어돈육볶음,밥,뼈감자탕,삼치된장구이,911.0,430.0,1341.0
2167,2655,163,266,59,4,2018,1,201801,밥,차돌박이찌개,명태코다리강정,밥,시래기국,훈제오리구이,679.0,398.0,1077.0
1908,2655,112,192,443,0,2018,1,201801,밥,아욱국,유자청제육볶음,밥,매운버섯국,굴비구이,1256.0,480.0,1736.0
1961,2655,73,216,405,1,2018,1,201801,밥,꽃게탕,미니채소떡갈비,김치주먹밥,쌀국수,국물떡볶이,1076.0,523.0,1599.0
2362,2655,70,223,0,2,2018,1,201801,나물비빔밥,가쯔오장국,치킨핑거,밥,콩나물국,삼겹살구이,969.0,466.0,1435.0
1999,2655,98,233,325,3,2018,1,201801,밥,된장찌개,쇠고기장조림,오므라이스,팽이장국,돈육강정,830.0,472.0,1302.0
2079,2655,224,275,77,4,2018,1,201801,밥,육개장,탕수어,밥,순두부찌개,닭갈비,654.0,419.0,1073.0
1970,2655,103,211,371,0,2018,1,201801,밥,북어국,쇠고기숙주볶음,밥,돈육김치찌개,갈치구이,1241.0,492.0,1733.0
2062,2655,66,230,297,1,2018,1,201801,밥,시금치된장국,오징어볶음,김밥,유부장국,해물볶음우동,872.0,488.0,1360.0
2380,2655,51,224,0,2,2018,1,201801,짜장덮밥,맑은국,과일탕수육,밥,근대국,안동찜닭,845.0,274.0,1119.0
2112,2655,57,225,261,3,2018,1,201801,밥,김치콩나물국,돈육굴소스볶음,야채볶음밥,짬뽕,수제고로케,754.0,513.0,1267.0
2184,2655,166,262,43,4,2018,1,201801,밥,연두부탕,순살파닭,밥,쇠고기샤브국,미트볼케찹조림,722.0,418.0,1140.0
1939,2655,70,192,454,0,2018,1,201801,밥,봄동된장국,가래떡돼지갈비찜,밥,청국장찌개,류산슬,1417.0,689.0,2106.0
1946,2655,60,216,433,1,2018,1,201801,밥,어묵국,닭볶음,유부초밥,새우튀김우동,시저샐러드,1054.0,689.0,1743.0
2376,2655,56,223,0,2,2018,1,201801,김치제육덮밥,미소장국,양장피잡채,None,None,None,1138.0,0.0,1138.0
1979,2707,73,254,401,3,2018,2,201802,밥,닭곰탕,매콤미니함박,후난식볶음밥,잔치국수,돈가스또띠아,1002.0,620.0,1622.0
2188,2707,153,278,88,4,2018,2,201802,밥,차돌박이찌개,표고버섯탕수육,밥,알탕,주꾸미굴소스볶음,760.0,503.0,1263.0
1858,2707,76,213,560,0,2018,2,201802,밥,순두부찌개,돈육볶음,밥,참치김치찌개,꽁치오븐구이,1372.0,673.0,2045.0
1931,2707,50,235,491,1,2018,2,201802,밥,해물된장찌개,쇠고기장조림,낙지볶음덮밥,팽이장국,야채튀김,1085.0,601.0,1686.0
2395,2707,59,253,0,2,2018,2,201802,콩나물밥,유부주머니국,언양식불고기,밥,시금치된장국,매운닭찜,1107.0,540.0,1647.0
1985,2707,71,273,378,3,2018,2,201802,밥,열무된장국,동파삼겹수육,밥,옛날왕돈까스,옥수수스프,984.0,543.0,1527.0
2176,2707,149,296,86,4,2018,2,201802,밥,부대찌개,해물청경채볶음,밥,감자고추장찌개,유린기,724.0,518.0,1242.0
1884,2707,103,244,476,0,2018,2,201802,밥,차돌박이찌개,닭갈비,밥,육개장,가자미카레튀김,1251.0,541.0,1792.0
1995,2707,106,235,371,1,2018,2,201802,밥,아욱된장국,사천식탕수육,베이컨김치볶음밥,단호박스프,로제파스타,955.0,552.0,1507.0
2130,2707,418,159,0,2,2018,2,201802,밥,떡국,버섯불고기,밥,쇠고기무국,계란찜,850.0,0.0,850.0
1677,2707,255,171,604,0,2018,2,201802,밥,들깨미역국,훈제오리구이,밥,콩비지찌개,명태조림,1298.0,657.0,1955.0
1873,2707,82,231,521,1,2018,2,201802,밥,배추된장국,짬뽕불고기,해물굴소스볶음밥,가쯔오장국,닭오븐구이,1105.0,609.0,1714.0
2390,2707,74,243,0,2,2018,2,201802,카레덮밥,맑은국,고구마치즈구이,밥,우거지해장국,고등어자반찜,1087.0,522.0,1609.0
1948,2707,82,277,400,3,2018,2,201802,밥,콩나물국,마늘치킨,김치우동,오징어튀김,또띠아견과칩,988.0,578.0,1566.0
2173,2707,161,304,69,4,2018,2,201802,밥,시금치된장국,등갈비김치찜,밥,대구매운탕,돈육장조림,651.0,522.0,1173.0
1880,2707,105,231,491,0,2018,2,201802,밥,황태국,소고기숙주볶음,밥,쇠고기미역국,닭매운찜,1192.0,585.0,1777.0
2031,2707,81,263,332,1,2018,2,201802,밥,아욱된장국,돼지갈비찜,짜장잡채덮밥,계란국,연근/고구마튀김,934.0,438.0,1372.0
2295,2707,134,278,0,2,2018,2,201802,어묵국,도토리묵무침,콩조림,None,None,None,786.0,0.0,786.0
1611,2714,840,206,57,4,2018,3,201803,밥,차돌박이된장찌개,조기구이,밥,콩나물김치국,돈육굴소스볶음,508.0,349.0,857.0
1818,2714,92,211,593,0,2018,3,201803,밥,해물순두부찌개,소고기장조림,밥,콩나물국,돈육고추장볶음,1355.0,687.0,2042.0
1871,2714,54,242,547,1,2018,3,201803,밥,근대된장국,닭강정,김밥,잔치국수,해물떡볶이,1020.0,671.0,1691.0
2435,2714,41,238,0,2,2018,3,201803,콩나물밥,가쯔오국,삼치구이,밥,된장찌개,삼겹살구이,1057.0,600.0,1657.0
2002,2714,38,268,406,3,2018,3,201803,밥,홍합탕,오리불고기,산채비빔밥,유부장국,수제고로케,973.0,553.0,1526.0
2220,2714,123,294,77,4,2018,3,201803,밥,쇠고기샤브국,주꾸미볶음,밥,설렁탕,김치전,716.0,580.0,1296.0
1837,2714,69,217,591,0,2018,3,201803,밥,배추된장국,버섯불고기,밥,닭개장,갈치구이,1361.0,663.0,2024.0
1870,2714,39,249,556,1,2018,3,201803,밥,쇠고기무국,미트볼케찹조림,김치볶음밥,어묵우동,쇠고기퀘사디아,997.0,639.0,1636.0
2413,2714,56,245,0,2,2018,3,201803,밥,시금치된장국,탕수어,밥,콩비지찌개,유자청돈육볶음,948.0,464.0,1412.0
2038,2714,47,270,359,3,2018,3,201803,밥,동태탕,닭데리야끼조림,작은밥,바지락수제비,사천식탕수육,975.0,489.0,1464.0
2202,2714,135,302,75,4,2018,3,201803,밥,얼갈이국,오징어볶음,밥,콩나물국,닭갈비,707.0,487.0,1194.0
1907,2714,80,224,503,0,2018,3,201803,밥,어묵국,돈육간장볶음,밥,부대찌개,고등어구이,1159.0,559.0,1718.0
1977,2714,46,246,445,1,2018,3,201803,밥,된장찌개,해물누룽지탕,오므라이스,가쯔오장국,멕시칸샐러드,1040.0,571.0,1611.0
2406,2714,45,263,0,2,2018,3,201803,밥,쇠고기미역국,닭볶음탕,밥,연두부탕,돈육장조림,1092.0,482.0,1574.0
2041,2714,56,290,327,3,2018,3,201803,밥,우거지해장국,코다리강정,빠에야,쌀국수,웨지감자,899.0,492.0,1391.0
2182,2714,174,307,51,4,2018,3,201803,밥,열무된장국,수제돈까스,밥,버섯매운국,마파두부,759.0,454.0,1213.0
1915,2714,125,226,448,0,2018,3,201803,밥,차돌박이찌개,닭갈비,밥,황태국,소고기숙주볶음,1276.0,604.0,1880.0
1996,2714,52,258,408,1,2018,3,201803,밥,콩나물국,등갈비김치찜,김밥,나가사끼짬뽕,단무지,1005.0,599.0,1604.0
2417,2714,45,252,0,2,2018,3,201803,단호박카레라이스,유부장국,유린기,None,None,None,926.0,0.0,926.0
2088,2714,51,273,302,3,2018,3,201803,밥,얼큰소고기국,계란찜,참치회덮밥,미소장국,봄나물튀김,936.0,523.0,1459.0
2179,2714,196,296,43,4,2018,3,201803,밥,참치김치찌개,주꾸미볶음,밥,시래기국,돼지갈비찜,616.0,466.0,1082.0
1926,2714,83,224,481,0,2018,4,201804,밥,들깨버섯국,소고기낙지볶음,밥,육개장,꽁치오븐구이,1212.0,586.0,1798.0
1954,2714,56,266,438,1,2018,4,201804,밥,동태매운탕,언양식불고기,멸치주먹밥,잔치국수,훈제오리냉채,800.0,486.0,1286.0
2383,2714,64,267,0,2,2018,4,201804,가쯔오장국,닭오븐구이,오징어숙회무침,밥,시금치된장국,동파삼겹수육,903.0,519.0,1422.0
1982,2714,69,285,378,3,2018,4,201804,밥,쑥된장국,류산슬,볶음밥/짜장소스,꼬지어묵탕,케이준치킨샐러드,849.0,569.0,1418.0
2150,2714,220,295,49,4,2018,4,201804,밥,수제비국,양념치킨,밥,쇠고기샤브국,동태포전,741.0,394.0,1135.0
1852,2714,118,221,523,0,2018,4,201804,밥,콩나물국,제육볶음,밥,소고기매운국,굴비구이,1283.0,588.0,1871.0
1972,2714,66,256,420,1,2018,4,201804,밥,민물새우찌개,소고기장조림,베이컨김치볶음밥,새우튀김우동,찹쌀순대볶음,855.0,522.0,1377.0
2452,2714,23,239,0,2,2018,4,201804,밥,아욱국,오징어볶음,밥,꽃게탕,레몬탕수육,804.0,540.0,1344.0
2022,2714,40,268,384,3,2018,4,201804,밥,순두부찌개,코다리양념조림,후난식볶음밥,도토리묵냉국,닭강정,796.0,535.0,1331.0
2213,2714,164,292,45,4,2018,4,201804,밥,근대국,안동찜닭,밥,어묵국,버섯불고기,652.0,444.0,1096.0
1912,2714,84,234,484,0,2018,4,201804,밥,배추된장국,짬뽕불고기,밥,차돌박이찌개,유린기,1195.0,599.0,1794.0
2001,2714,39,261,413,1,2018,4,201804,밥,무채국,훈제오리구이,충무김밥,김치말이국수,오징어무침,900.0,537.0,1437.0
2397,2714,49,268,0,2,2018,4,201804,콩나물밥,열무된장국,치킨핑거,밥,콩비지찌개,쇠고기야채볶음,922.0,456.0,1378.0
2043,2714,98,288,285,3,2018,4,201804,밥,알탕,돈육간장볶음,참치주먹밥,로제스파게티,미소장국,846.0,499.0,1345.0
2175,2714,194,303,42,4,2018,4,201804,밥,돈육김치찌개,가자미카레튀김,밥,소고기무국,닭갈비,605.0,409.0,1014.0
1950,2714,89,235,440,0,2018,4,201804,밥,콩나물국,류산슬,밥,청국장찌개,돼지갈비찜,1246.0,569.0,1815.0
2020,2714,60,274,360,1,2018,4,201804,밥,쇠고기미역국,깐풍기,하와이안필라프,쌀국수,미니햄버거,940.0,587.0,1527.0
2363,2714,66,285,0,2,2018,4,201804,비빔밥,유부장국,오징어튀김,None,None,None,851.0,0.0,851.0
2086,2714,69,293,266,3,2018,4,201804,밥,시래기국,닭매운찜,유부초밥,우동,표고버섯탕수육,761.0,483.0,1244.0
2165,2714,205,304,40,4,2018,4,201804,밥,순두부찌개,삼겹살구이,밥,쇠고기샤브국,주꾸미떡볶음,674.0,380.0,1054.0
1781,2714,646,180,107,0,2018,4,201804,밥,어묵국,닭데리야끼조림,밥,육개장,해물누룽지탕,629.0,317.0,946.0
2364,2721,110,247,0,2,2018,5,201805,김치제육덮밥,유부장국,양장피잡채,밥,올갱이아욱국,소고기버섯볶음,1137.0,535.0,1672.0
1991,2721,102,296,332,3,2018,5,201805,밥,도토리묵냉국,어묵볶음,김밥,잔치국수,해물떡볶이,883.0,436.0,1319.0
2139,2721,241,284,57,4,2018,5,201805,밥,무청된장국,콩나물제육볶음,밥,감자국,쇠고기장조림,630.0,440.0,1070.0
1767,2721,133,231,590,1,2018,5,201805,밥,배추된장국,버섯불고기,밥,삼계국밥,삼치양념찜,1225.0,625.0,1850.0
2366,2721,86,269,0,2,2018,5,201805,밥,돈육김치찌개,탕수어,밥,대구매운탕,언양식불고기,919.0,413.0,1332.0
1981,2721,80,291,369,3,2018,5,201805,밥,근대국,돈육굴소스볶음,맑은국,사천식탕수육,하와이안샐러드,763.0,441.0,1204.0
2194,2721,183,296,48,4,2018,5,201805,밥,소고기무국,오징어볶음,밥,꽃게탕,유린기,602.0,445.0,1047.0
1902,2721,100,229,490,0,2018,5,201805,밥,시금치된장국,훈제오리구이,밥,닭개장,계란찜,1229.0,536.0,1765.0
1928,2721,64,272,457,1,2018,5,201805,밥,얼갈이된장국,등갈비김치찜,오므라이스,가쯔오장국,망고드레싱샐러드,1004.0,620.0,1624.0
2399,2721,58,264,0,2,2018,5,201805,카레덮밥,맑은국,고구마치즈구이,밥,고추장찌개,갈치구이,1031.0,472.0,1503.0
2029,2721,71,278,343,3,2018,5,201805,밥,콩나물국,닭볶음탕,멸치주먹밥,김치국수,깐풍육,811.0,473.0,1284.0
2245,2721,145,302,29,4,2018,5,201805,밥,차돌박이된장찌개,주꾸미볶음,밥,연두부탕,미니채소떡갈비,563.0,399.0,962.0
1577,2721,861,144,139,0,2018,5,201805,밥,시래기들깨탕,짬뽕불고기,밥,콩나물김치국,계란말이,543.0,234.0,777.0
2386,2721,89,246,0,2,2018,5,201805,얼갈이된장국,마늘치킨,고추지무침,밥,해물된장찌개,돈육칠리강정,1065.0,477.0,1542.0
1997,2721,64,281,379,3,2018,5,201805,밥,조랭이떡국,돼지갈비찜,토마토스파게티,완두콩스프,함박스테이크,754.0,494.0,1248.0
2222,2721,136,293,70,4,2018,5,201805,밥,사과오이냉국,꽁치오븐구이,밥,쇠고기무국,닭겨자냉채,594.0,432.0,1026.0
1913,2721,92,221,495,0,2018,5,201805,밥,미역국,제육볶음,밥,고추장찌개,쇠고기숙주볶음,1306.0,594.0,1900.0
1968,2721,73,258,422,1,2018,5,201805,밥,김치찌개,해물청경채볶음,볶음밥,짬뽕,깐풍기,931.0,552.0,1483.0
2360,2721,80,281,0,2,2018,5,201805,콩나물밥,유부장국,수제돈가스,None,None,None,876.0,0.0,876.0
2106,2721,90,283,242,3,2018,5,201805,밥,오징어국,동파삼겹수육,충무김밥,우동,오징어초무침,856.0,525.0,1381.0
2202,2728,180,291,55,0,2018,6,201806,밥,우거지해장국,치킨핑거,밥,콩비지찌개,레몬탕수육,649.0,395.0,1044.0
1836,2728,158,215,519,0,2018,6,201806,밥,콩나물국,돈육간장볶음,밥,쇠고기샤브국,가자미양념찜,1211.0,564.0,1775.0
2079,2728,163,233,253,1,2018,6,201806,밥,된장찌개,닭갈비,참치주먹밥,잔치국수,과일샐러드,884.0,526.0,1410.0
1897,2728,187,265,379,3,2018,6,201806,밥,순두부찌개,갈치구이,밥,조랭이떡미역국,돈육장조림,890.0,475.0,1365.0
2123,2728,252,288,65,4,2018,6,201806,밥,대구매운탕,완자전,밥,얼갈이된장국,닭오븐구이,631.0,458.0,1089.0
